Name,Name_encoding,Location,Location_encoding,Year,year_encoding,Kilometers_Driven,Fuel_codes,Fuel_Type,Transmission,Transmission_codes,Owner_Type,owner_encoding,Mileage,Engine,Power,Seats,New_Price,Price
Skoda Rapid 1.5 TDI AT Elegance,1511,Kolkata,8,2015,17,45000,1,Diesel,Automatic,0,First,0,21.66,1498,103.52,5,,4.25
Mercedes-Benz New C-Class C 220 CDI Elegance AT,1322,Hyderabad,5,2013,15,21000,1,Diesel,Automatic,0,First,0,14.84,2143,170,5,,23.5
Honda Accord 2.4 A/T,346,Mumbai,9,2011,13,54774,4,Petrol,Automatic,0,First,0,11.7,2354,177.6,5,,6.35
Maruti Celerio VXI,1003,Chennai,2,2014,16,41123,4,Petrol,Manual,1,First,0,23.1,998,67.04,5,,3.4
BMW 7 Series 740Li,129,Bangalore,1,2017,19,17465,4,Petrol,Automatic,0,First,0,12.05,2979,320,5,,93
BMW 3 Series 320d Sport,84,Chennai,2,2014,16,48000,1,Diesel,Automatic,0,First,0,22.69,1995,190,5,,21.6
Volkswagen Vento Diesel Trendline,1849,Chennai,2,2011,13,173000,1,Diesel,Manual,1,First,0,20.54,1598,103.6,5,,4
Maruti Swift Dzire Tour LDI,1134,Pune,10,2018,20,12000,1,Diesel,Manual,1,First,0,23.4,1248,74,5,,5.5
Land Rover Freelander 2 SE,807,Mumbai,9,2012,14,34000,1,Diesel,Automatic,0,First,0,12.39,2179,147.51,5,,19.25
Hyundai i20 1.4 CRDi Magna,725,Hyderabad,5,2012,14,71360,1,Diesel,Manual,1,First,0,21.9,1396,90,5,,3.95
Maruti Dzire VDI,1045,Mumbai,9,2012,14,74000,1,Diesel,Manual,1,Second,2,28.4,1248,73.75,5,8.94 Lakh,4.25
Jeep Compass 2.0 Longitude,793,Kochi,7,2018,20,28937,1,Diesel,Manual,1,First,0,17.1,1956,170,5,21.38 Lakh,17.02
Maruti Ertiga VDI,1059,Hyderabad,5,2012,14,82085,1,Diesel,Manual,1,First,0,20.77,1248,88.76,7,,6.5
Ford Figo Petrol ZXI,334,Bangalore,1,2011,13,68465,4,Petrol,Manual,1,First,0,15.6,1196,70,5,,2.95
Toyota Corolla Altis 1.4 DG,1677,Coimbatore,3,2013,15,63854,1,Diesel,Manual,1,First,0,21.43,1364,86.79,5,19.27 Lakh,7.12
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,1184,Chennai,2,2018,20,3000,1,Diesel,Automatic,0,First,0,24.3,1248,88.5,5,12.88 Lakh,11.25
Honda City 1.5 S MT,419,Delhi,4,2009,11,65055,4,Petrol,Manual,1,First,0,17,1497,118,5,,2.75
Mahindra Scorpio S10 4WD,877,Hyderabad,5,2015,17,120000,1,Diesel,Manual,1,First,0,15.4,2179,120,7,,12
Hyundai Xcent 1.2 VTVT SX,686,Mumbai,9,2014,16,64241,4,Petrol,Manual,1,First,0,20.14,1197,81.86,5,8.27 Lakh,3.67
Mercedes-Benz E-Class 220 CDI,1265,Pune,10,2001,3,121000,1,Diesel,Manual,1,First,0,15,2148,null ,5,,5
Mahindra Renault Logan 1.4 GLX Petrol,860,Pune,10,2008,10,2200,4,Petrol,Manual,1,First,0,15.7,1390,75,5,,2.3
Skoda Octavia 1.9 TDI,1493,Pune,10,2008,10,88123,1,Diesel,Manual,1,First,0,18.7,1896,66,5,,2.2
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,1280,Pune,10,2014,16,79000,1,Diesel,Automatic,0,First,0,12,2987,224,7,,41
BMW X1 sDrive 20d xLine,134,Bangalore,1,2016,18,28143,1,Diesel,Automatic,0,First,0,20.68,1995,190,5,48.18 Lakh,28.5
Volkswagen Vento 2013-2015 1.6 Comfortline,1845,Mumbai,9,2015,17,23001,4,Petrol,Manual,1,First,0,15.04,1598,103.2,5,,5.49
Audi A4 2.0 TDI,7,Ahmedabad,0,2013,15,82002,1,Diesel,Automatic,0,Second,2,16.55,1968,147.51,5,,17.5
Ford Ikon 1.4 TDCi DuraTorq,342,Bangalore,1,2009,11,75000,1,Diesel,Manual,1,First,0,13.8,1399,68,5,,1.99
Hyundai Verna 1.6 CRDi EX MT,629,Kochi,7,2016,18,37451,1,Diesel,Manual,1,First,0,22.32,1582,126.3,5,,6.64
Toyota Innova Crysta 2.4 VX MT,1773,Hyderabad,5,2017,19,67000,1,Diesel,Manual,1,First,0,13.68,2393,147.8,7,22.87 Lakh,16.5
Hyundai Grand i10 Asta Option,565,Pune,10,2016,18,25000,4,Petrol,Manual,1,First,0,18.9,1197,82,5,,5
Volkswagen Ameo 1.2 MPI Comfortline,1787,Mumbai,9,2017,19,12000,4,Petrol,Manual,1,First,0,17,1198,73.75,5,,5.4
Renault KWID RXT,1459,Kolkata,8,2017,19,25000,4,Petrol,Manual,1,First,0,25.17,799,53.3,5,,2.99
Honda City 1.5 S MT,419,Jaipur,6,2011,13,95936,4,Petrol,Manual,1,First,0,17,1497,118,5,,4.1
Hyundai Grand i10 1.2 Kappa Magna AT,559,Kochi,7,2018,20,5354,4,Petrol,Automatic,0,First,0,18.9,1197,81.86,5,7.37 Lakh,6.76
Volkswagen Polo 1.0 MPI Comfortline,1814,Chennai,2,2016,18,42000,4,Petrol,Manual,1,Second,2,18.78,999,75,5,7.33 Lakh,5.5
Maruti Swift VDI BSIV,1160,Coimbatore,3,2014,16,44282,1,Diesel,Manual,1,First,0,25.2,1248,74,5,,5.99
Nissan Sunny 2011-2014 Diesel XV,1389,Delhi,4,2012,14,70000,1,Diesel,Manual,1,First,0,21.64,1461,84.8,5,,2.59
Jaguar XF 2.2 Litre Luxury,779,Mumbai,9,2013,15,31400,1,Diesel,Automatic,0,First,0,16.36,2179,187.7,5,,26.75
Maruti Ciaz ZDi SHVS,1034,Pune,10,2016,18,50000,1,Diesel,Manual,1,First,0,28.09,1248,88.5,5,,8.5
Audi Q5 2008-2012 2.0 TDI,51,Bangalore,1,2011,13,53000,1,Diesel,Automatic,0,First,0,12.8,1968,167.6,5,,23
Ford Figo Petrol ZXI,334,Pune,10,2014,16,21727,4,Petrol,Manual,1,First,0,15.6,1196,70.02,5,,3.35
Hyundai Santa Fe 4x4 AT,582,Bangalore,1,2012,14,43000,1,Diesel,Automatic,0,Second,2,11.72,2199,194.3,7,,10.75
Mahindra Scorpio VLX 2WD AIRBAG BSIV,892,Kolkata,8,2013,15,75000,1,Diesel,Manual,1,First,0,12.05,2179,120,8,,6.29
Renault Duster 110PS Diesel RxL,1432,Bangalore,1,2014,16,73557,1,Diesel,Manual,1,First,0,19.6,1461,108.45,5,,7.75
Audi A4 New 2.0 TDI Multitronic,23,Delhi,4,2012,14,44555,1,Diesel,Automatic,0,First,0,15.2,1968,140.8,5,,13.5
Maruti Eeco 7 Seater Standard,1051,Coimbatore,3,2013,15,54885,4,Petrol,Manual,1,First,0,15.1,1196,73,7,4.98 Lakh,3.75
Mahindra Xylo E4,934,Mumbai,9,2011,13,76000,1,Diesel,Manual,1,Second,2,14,2498,112,7,,3.75
Maruti Wagon R LXI,1196,Jaipur,6,2006,8,101000,4,Petrol,Manual,1,Second,2,18.9,998,67.1,5,,1.5
Maruti Wagon R LXI BSIII,1199,Chennai,2,2005,7,66000,4,Petrol,Manual,1,First,0,14,1061,64,5,,1.45
Maruti SX4 ZXI MT BSIV,1115,Coimbatore,3,2013,15,84360,4,Petrol,Manual,1,First,0,15.5,1586,103.3,5,,4.12
Toyota Innova Crysta 2.4 VX MT,1773,Mumbai,9,2016,18,25121,1,Diesel,Manual,1,First,0,13.68,2393,147.8,7,23.06 Lakh,17.11
Toyota Innova 2.5 G (Diesel) 7 Seater,1745,Pune,10,2015,17,100000,1,Diesel,Manual,1,Second,2,12.99,2494,100.6,7,,10.25
Volkswagen Polo Diesel Trendline 1.2L,1825,Kolkata,8,2011,13,66035,1,Diesel,Manual,1,First,0,22.07,1199,73.9,5,,2.49
Toyota Etios G,1709,Pune,10,2015,17,190000,4,Petrol,Manual,1,Second,2,16.78,1496,88.73,5,,3.85
Ford Ecosport 1.5 DV5 MT Titanium,257,Hyderabad,5,2014,16,85670,1,Diesel,Manual,1,First,0,22.7,1498,89.84,5,,6.25
Hyundai Grand i10 CRDi Magna,569,Hyderabad,5,2015,17,35000,1,Diesel,Manual,1,First,0,24,1120,70,5,,4.88
Honda City i VTEC CVT SV,445,Mumbai,9,2016,18,8000,4,Petrol,Automatic,0,First,0,18,1497,117.3,5,,9.45
Toyota Innova 2.5 G3,1749,Hyderabad,5,2007,9,162000,1,Diesel,Manual,1,Second,2,12.8,2494,102,8,,4.8
Hyundai EON Era Plus,529,Kolkata,8,2012,14,60000,4,Petrol,Manual,1,First,0,21.1,814,55.2,5,,1.99
Hyundai i10 Magna 1.2,698,Hyderabad,5,2010,12,70600,4,Petrol,Manual,1,First,0,20.36,1197,78.9,5,,2.8
Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,1250,Bangalore,1,2011,13,25000,4,Petrol,Automatic,0,Second,2,12.3,1796,185,5,,22
Mahindra Bolero SLE,828,Hyderabad,5,2012,14,75000,1,Diesel,Manual,1,First,0,15.96,2523,62.1,7,10.32 Lakh,4.3
Skoda Laura Ambition 2.0 TDI CR AT,1485,Coimbatore,3,2014,16,85071,1,Diesel,Automatic,0,First,0,20,1968,138.1,5,,9.75
Maruti Swift ZXI,1174,Ahmedabad,0,2015,17,40000,4,Petrol,Manual,1,First,0,20.4,1197,81.8,5,,5.9
Audi A4 2.0 TDI,7,Delhi,4,2013,15,67000,1,Diesel,Automatic,0,First,0,16.55,1968,147.51,5,,14.5
Ford Fiesta 1.4 SXi TDCi ABS,285,Hyderabad,5,2009,11,55000,1,Diesel,Manual,1,Second,2,17.8,1399,68,5,,2.4
Maruti SX4 Vxi BSIII,1110,Mumbai,9,2008,10,62000,4,Petrol,Manual,1,Second,2,15,1586,104.68,5,,2.11
Hyundai Grand i10 AT Asta,563,Coimbatore,3,2017,19,22526,4,Petrol,Automatic,0,First,0,18.9,1197,82,5,,7.6
Maruti Ritz AT,1087,Hyderabad,5,2012,14,57788,4,Petrol,Automatic,0,First,0,17.16,1197,85.8,5,,3.6
Mahindra Scorpio 2.6 CRDe,866,Jaipur,6,2013,15,72000,1,Diesel,Manual,1,First,0,10.5,2179,120,8,,6
Mahindra Scorpio S4 7 Seater,881,Mumbai,9,2014,16,83128,1,Diesel,Manual,1,First,0,15.4,2179,120,7,,7.45
Maruti Alto LXi,970,Chennai,2,2011,13,75000,4,Petrol,Manual,1,First,0,19.7,796,46.3,5,,2.1
Renault Duster 110PS Diesel RxZ,1434,Ahmedabad,0,2013,15,58000,1,Diesel,Manual,1,Second,2,19.01,1461,108.45,5,,5.2
Mahindra Jeep MM 550 PE,838,Hyderabad,5,2009,11,26000,1,Diesel,Manual,1,First,0,0,2498,null ,6,,6.99
Maruti Ignis 1.2 Alpha,1075,Mumbai,9,2017,19,1000,4,Petrol,Manual,1,First,0,20.89,1197,81.8,5,7.87 Lakh,6.36
Toyota Innova 2.5 ZX Diesel 7 Seater,1767,Kochi,7,2015,17,59751,1,Diesel,Manual,1,First,0,12.99,2494,100.6,7,,11.62
BMW 7 Series 730Ld Eminence,127,Kochi,7,2015,17,29966,1,Diesel,Automatic,0,Second,2,16.77,2993,261.49,5,1.4 Cr,43.6
Hyundai Sonata Embera 2.0L CRDi MT,611,Kolkata,8,2009,11,65000,1,Diesel,Manual,1,Second,2,13.6,1991,142,5,,4.9
Renault Duster Adventure Edition,1446,Kochi,7,2015,17,75863,1,Diesel,Manual,1,First,0,19.01,1461,108.45,5,,6.7
Maruti Wagon R CNG LXI,1188,Mumbai,9,2013,15,54000,0,CNG,Manual,1,First,0,33.54,998,67.04,5,5.58 Lakh,3.05
Audi A4 2.0 TDI 177 Bhp Technology Edition,9,Bangalore,1,2014,16,24000,1,Diesel,Automatic,0,First,0,17.11,1968,174.33,5,,25
Jeep Compass 2.0 Longitude,793,Coimbatore,3,2018,20,33218,1,Diesel,Manual,1,First,0,17.1,1956,170,5,22.46 Lakh,19.05
Hyundai Verna 1.4 VTVT,622,Kolkata,8,2015,17,33425,4,Petrol,Manual,1,First,0,17.43,1396,105.5,5,,4.5
Honda Amaze VX i-Vtech,380,Pune,10,2013,15,47000,4,Petrol,Manual,1,First,0,18,1198,86.7,5,,4.15
Hyundai Creta 1.6 CRDi SX Option,512,Chennai,2,2015,17,41000,1,Diesel,Manual,1,First,0,19.67,1582,126.2,5,,11.9
Hyundai i10 Magna 1.1,695,Delhi,4,2011,13,62000,4,Petrol,Manual,1,First,0,19.81,1086,68.05,5,,2.1
Mahindra TUV 300 T8,905,Delhi,4,2016,18,47035,1,Diesel,Manual,1,First,0,18.49,1493,100,7,,6.95
Maruti Swift Dzire VXi,1140,Pune,10,2008,10,56230,4,Petrol,Manual,1,Second,2,17.5,1298,85.8,5,,2.4
Hyundai Accent GLE 1,504,Chennai,2,2007,9,55000,4,Petrol,Manual,1,First,0,13.2,1495,94,5,,2.65
Mahindra XUV500 W8 2WD,924,Jaipur,6,2014,16,70669,1,Diesel,Manual,1,First,0,15.1,2179,140,7,,9
Maruti Alto K10 2010-2014 VXI,960,Pune,10,2012,14,69000,4,Petrol,Manual,1,First,0,20.92,998,67.1,5,,2.1
Chevrolet Beat LT,170,Pune,10,2011,13,65000,4,Petrol,Manual,1,Second,2,18.6,1199,79.4,5,,2.5
Audi A6 2.7 TDI,25,Mumbai,9,2009,11,30000,1,Diesel,Automatic,0,First,0,12.4,2698,179.5,5,,8.95
Mini Cooper 5 DOOR D,1348,Hyderabad,5,2017,19,2000,1,Diesel,Automatic,0,First,0,20.7,1496,113.98,5,42.48 Lakh,34
Maruti Swift 1.3 LXI,1118,Pune,10,2011,13,24255,4,Petrol,Manual,1,First,0,16.1,0,0,0,,3.15
Tata Zest Revotron 1.2T XMS,1668,Chennai,2,2015,17,40000,4,Petrol,Manual,1,First,0,17.57,1193,88.7,5,7.69 Lakh,4
Honda City i DTEC SV,436,Kolkata,8,2014,16,40000,1,Diesel,Manual,1,First,0,26,1498,98.6,5,,4.45
Chevrolet Beat LT,170,Jaipur,6,2010,12,26000,4,Petrol,Manual,1,First,0,18.6,1199,79.4,5,,1.5
Audi A4 2.0 TDI Multitronic,11,Jaipur,6,2011,13,105000,1,Diesel,Automatic,0,Second,2,16.55,1968,140,5,,14.5
Ford Aspire Titanium Plus Diesel,234,Kolkata,8,2015,17,2800,1,Diesel,Manual,1,First,0,26.1,1498,99,5,9.4 Lakh,8.41
Hyundai Verna SX CRDi AT,654,Mumbai,9,2014,16,71000,1,Diesel,Automatic,0,Second,2,19.08,1582,126.32,5,,5.45
Honda City i VTEC CVT VX,446,Mumbai,9,2015,17,32896,4,Petrol,Automatic,0,First,0,18,1497,117.3,5,,8.9
Hyundai i10 Sportz 1.2,706,Hyderabad,5,2012,14,45000,4,Petrol,Manual,1,First,0,20.36,1197,78.9,5,,3.65
BMW X3 xDrive20d Expedition,143,Bangalore,1,2015,17,65000,1,Diesel,Automatic,0,Second,2,18.56,1995,190,5,,29
Audi A4 2.0 TDI,7,Mumbai,9,2013,15,45200,1,Diesel,Automatic,0,First,0,16.55,1968,147.51,5,,13.5
Honda CR-V 2.4 AT,401,Hyderabad,5,2008,10,82167,4,Petrol,Automatic,0,First,0,10.1,2354,152,5,,5.4
Hyundai Grand i10 1.2 Kappa Asta,557,Coimbatore,3,2016,18,37429,4,Petrol,Manual,1,First,0,18.9,1197,81.86,5,8.1 Lakh,5.89
Maruti Ciaz ZDi Plus SHVS,1033,Hyderabad,5,2016,18,46000,1,Diesel,Manual,1,First,0,28.09,1248,88.5,5,,8.45
Honda City i-VTEC V,459,Delhi,4,2011,13,67031,4,Petrol,Manual,1,First,0,17.4,1497,117.3,5,11.85 Lakh,4
BMW 6 Series 640d Coupe,118,Mumbai,9,2013,15,30000,1,Diesel,Automatic,0,First,0,9.52,2993,313,4,,45
Maruti Celerio VXI AMT,1004,Mumbai,9,2016,18,47691,4,Petrol,Automatic,0,First,0,23.1,998,67.04,5,6.08 Lakh,3.94
Renault Koleos 2.0 Diesel,1461,Jaipur,6,2011,13,32531,1,Diesel,Automatic,0,Second,2,13.73,1995,148,5,,8
Ford Figo Diesel ZXI,330,Hyderabad,5,2013,15,71336,1,Diesel,Manual,1,First,0,20,1399,68,5,,4.1
Toyota Innova 2.5 V Diesel 7-seater,1759,Chennai,2,2006,8,196000,1,Diesel,Manual,1,First,0,12.8,2494,102,7,,6.25
Maruti Dzire VDI,1045,Kolkata,8,2015,17,28193,1,Diesel,Manual,1,First,0,28.4,1248,73.75,5,8.36 Lakh,5.25
Mercedes-Benz SLC 43 AMG,1342,Coimbatore,3,2019,21,2526,4,Petrol,Automatic,0,First,0,19,2996,362.07,2,1.06 Cr,83.96
Hyundai Santro LP zipPlus,592,Coimbatore,3,2004,6,52146,4,Petrol,Manual,1,First,0,0,0,0,0,,1.93
Mercedes-Benz E-Class E 220 d,1272,Hyderabad,5,2013,15,85000,1,Diesel,Automatic,0,First,0,16.1,1950,194,5,71.15 Lakh,21
Hyundai Grand i10 1.2 Kappa Sportz,560,Ahmedabad,0,2015,17,20780,4,Petrol,Manual,1,First,0,18.9,1197,81.86,5,6.82 Lakh,4.3
Honda Mobilio S i VTEC,495,Mumbai,9,2014,16,43081,4,Petrol,Manual,1,First,0,17.3,1497,117.3,7,,5.25
Porsche Cayenne Turbo S,1421,Mumbai,9,2010,12,35000,4,Petrol,Automatic,0,Second,2,11.9,4806,550,5,,32
Mahindra Quanto C8,859,Kolkata,8,2013,15,36000,1,Diesel,Manual,1,First,0,17.21,1493,100,7,,3.9
Toyota Corolla H5,1704,Mumbai,9,2007,9,67000,4,Petrol,Manual,1,Third,3,13.4,1794,125,5,,2.2
Mahindra KUV 100 mFALCON D75 K4,842,Mumbai,9,2016,18,34079,1,Diesel,Manual,1,First,0,25.32,1198,77,6,,3.7
BMW 3 Series 2005-2011 325i Sedan,72,Coimbatore,3,2010,12,77849,4,Petrol,Automatic,0,Second,2,10.9,2497,215,5,,11.27
Maruti Alto 800 LXI,956,Jaipur,6,2013,15,86000,4,Petrol,Manual,1,First,0,22.74,796,47.3,5,,2.41
Audi Q3 35 TDI Quattro Premium,46,Pune,10,2015,17,110000,1,Diesel,Automatic,0,First,0,15.73,1968,174.33,5,,19
Toyota Etios GD,1712,Hyderabad,5,2015,17,116000,1,Diesel,Manual,1,Second,2,23.59,1364,67.05,5,,5.8
Mahindra XUV500 W8 2WD,924,Coimbatore,3,2016,18,41840,1,Diesel,Manual,1,First,0,15.1,2179,140,7,,13.52
Toyota Fortuner 4x2 MT TRD Sportivo,1735,Hyderabad,5,2015,17,19317,1,Diesel,Manual,1,First,0,13,2982,168.7,7,,24.5
Tata Indigo CS Emax CNG GLX,1586,Pune,10,2014,16,41000,0,CNG,Manual,1,First,0,24.6,1193,55.23,5,,3.25
Mercedes-Benz GLE 250d,1293,Kochi,7,2017,19,25601,1,Diesel,Automatic,0,First,0,17.9,2143,201.15,5,78.76 Lakh,56.73
Hyundai Creta 1.6 CRDi SX,511,Jaipur,6,2015,17,83950,1,Diesel,Manual,1,First,0,19.67,1582,126.2,5,,9.95
Honda City 1.5 V AT,420,Pune,10,2012,14,60000,4,Petrol,Automatic,0,First,0,16.8,1497,118,5,,5.5
Audi A4 35 TDI Premium,18,Hyderabad,5,2015,17,50000,1,Diesel,Automatic,0,First,0,17.11,1968,174.33,5,,25
Maruti Zen VXI,1232,Kolkata,8,2009,11,37000,4,Petrol,Manual,1,First,0,17.3,993,60,5,,1
Maruti Alto LXi,970,Hyderabad,5,2011,13,76976,4,Petrol,Manual,1,Second,2,19.7,796,46.3,5,,2.15
Maruti Baleno Delta Automatic,985,Kochi,7,2018,20,21684,4,Petrol,Automatic,0,First,0,21.4,1197,83.1,5,,7.89
Mahindra XUV500 W10 2WD,917,Delhi,4,2015,17,62000,1,Diesel,Manual,1,First,0,16,2179,140,7,,10.25
Ford Freestyle Titanium Petrol,336,Mumbai,9,2007,9,1261,4,Petrol,Manual,1,First,0,19,1194,94.68,5,8.12 Lakh,6
Hyundai Elite i20 Asta Option,542,Coimbatore,3,2017,19,59450,4,Petrol,Manual,1,First,0,18.6,1197,81.86,5,9.78 Lakh,7.53
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,1325,Coimbatore,3,2018,20,24465,1,Diesel,Automatic,0,First,0,19.27,2143,167.62,5,,39.45
Honda City i VTEC SV,449,Delhi,4,2014,16,55000,4,Petrol,Manual,1,First,0,17.8,1497,117.3,5,,5.84
Ford EcoSport 1.5 Ti VCT MT Titanium BE,253,Mumbai,9,2017,19,2000,4,Petrol,Manual,1,First,0,18.88,1499,110.4,5,,8.65
Maruti Baleno Alpha 1.2,977,Kochi,7,2017,19,25040,4,Petrol,Manual,1,First,0,21.4,1197,83.1,5,,7.74
Hyundai i10 Sportz,704,Bangalore,1,2008,10,84000,4,Petrol,Manual,1,First,0,20.36,1197,78.9,5,,2.5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,1748,Pune,10,2007,9,170428,1,Diesel,Manual,1,Second,2,12.8,2494,102,8,,5.7
Maruti Baleno Delta,982,Mumbai,9,2016,18,12573,4,Petrol,Manual,1,First,0,21.4,1197,83.1,5,7.36 Lakh,5.8
Audi Q7 3.0 TDI Quattro Technology,59,Hyderabad,5,2012,14,88000,1,Diesel,Automatic,0,First,0,12.07,2967,241.4,7,,36.5
Hyundai Santa Fe 2WD AT,578,Delhi,4,2012,14,86000,1,Diesel,Automatic,0,Second,2,13.01,2199,194.3,7,,9.5
Hyundai Santro GLS I - Euro II,587,Coimbatore,3,2012,14,51019,4,Petrol,Manual,1,First,0,0,999,null ,5,,3.48
Honda City 1.5 V MT Exclusive,424,Mumbai,9,2013,15,45000,4,Petrol,Manual,1,First,0,17,1497,118,5,,4.55
Hyundai i20 1.4 CRDi Magna,725,Jaipur,6,2012,14,51000,1,Diesel,Manual,1,First,0,21.9,1396,90,5,,3.9
Mahindra Bolero SLE BSIII,829,Pune,10,2007,9,92000,1,Diesel,Manual,1,First,0,13.6,2523,63,7,,2.7
Toyota Fortuner 2.8 2WD AT,1728,Pune,10,2017,19,29000,1,Diesel,Automatic,0,First,0,12.9,2755,174.5,7,38.11 Lakh,31
BMW 3 Series 2005-2011 325i Sedan,72,Bangalore,1,2009,11,70521,4,Petrol,Automatic,0,Second,2,10.9,2497,215,5,,10.3
BMW 3 Series 320d Sedan,83,Kolkata,8,2010,12,51000,1,Diesel,Automatic,0,First,0,16.07,1995,181,5,,7.75
Maruti Wagon R LXI,1196,Hyderabad,5,2012,14,52618,4,Petrol,Manual,1,First,0,18.9,998,67.1,5,,3.2
Maruti Ertiga ZDI,1064,Delhi,4,2013,15,68000,1,Diesel,Manual,1,First,0,25.47,1248,88.5,7,11.75 Lakh,4.85
Land Rover Range Rover Evoque 2.0 TD4 Pure,819,Kochi,7,2016,18,29022,1,Diesel,Automatic,0,Second,2,15.68,1999,177,5,,34.08
Maruti Ertiga SHVS VDI,1057,Chennai,2,2017,19,80000,1,Diesel,Manual,1,First,0,24.52,1248,88.5,7,,8.1
Tata Indigo CS eVX,1590,Chennai,2,2016,18,78000,1,Diesel,Manual,1,Second,2,25,1396,69.01,5,,2.35
Maruti Alto K10 LXI,961,Pune,10,2012,14,100000,4,Petrol,Manual,1,First,0,20.92,998,67.1,5,,1.8
Hyundai EON D Lite Plus,526,Coimbatore,3,2015,17,31412,4,Petrol,Manual,1,First,0,21.1,814,55.2,5,,3.42
Ford Endeavour 3.0L 4X4 AT,269,Mumbai,9,2010,12,78000,1,Diesel,Automatic,0,Second,2,11.4,2953,153.86,7,,5.34
Ford Endeavour 2.2 Titanium AT 4X2,264,Hyderabad,5,2018,20,14000,1,Diesel,Automatic,0,First,0,12.62,2198,158,7,,31.99
Volkswagen Vento Diesel Highline,1848,Bangalore,1,2011,13,80000,1,Diesel,Manual,1,First,0,20.54,1598,103.6,5,,4.75
Maruti Ciaz AT ZXi,1022,Mumbai,9,2014,16,46738,4,Petrol,Automatic,0,First,0,19.12,1373,91.1,5,,6.1
Hyundai EON D Lite Plus,526,Coimbatore,3,2013,15,54884,4,Petrol,Manual,1,Second,2,21.1,814,55.2,5,,3.69
Audi Q5 2.0 TDI Premium Plus,49,Delhi,4,2012,14,74500,1,Diesel,Automatic,0,Second,2,14.16,1968,174.3,5,,15
Mahindra XUV500 W10 AWD,918,Coimbatore,3,2016,18,67472,1,Diesel,Manual,1,First,0,16,2179,140,7,,14.5
Maruti Swift VDI,1159,Hyderabad,5,2013,15,84000,1,Diesel,Manual,1,First,0,28.4,1248,74,5,8.44 Lakh,5.65
Maruti Ritz VDi,1092,Kolkata,8,2011,13,77400,1,Diesel,Manual,1,First,0,21.1,1248,73.9,5,,2.5
Mercedes-Benz New C-Class C 250 CDI Avantgarde,1326,Mumbai,9,2017,19,14470,1,Diesel,Automatic,0,First,0,19.71,2143,201.15,5,,38.5
Renault Duster 110PS Diesel RxZ,1434,Kolkata,8,2014,16,52108,1,Diesel,Manual,1,First,0,19.01,1461,108.45,5,,5.49
Maruti Swift Dzire VXI,1138,Kolkata,8,2013,15,40000,4,Petrol,Manual,1,First,0,19.1,1197,85.8,5,,3.55
Toyota Innova 2.5 VX (Diesel) 7 Seater,1761,Jaipur,6,2014,16,105044,1,Diesel,Manual,1,First,0,12.99,2494,100.6,7,,10.75
Hyundai Creta 1.6 SX Option,515,Delhi,4,2016,18,24347,4,Petrol,Manual,1,First,0,15.8,1591,121.3,5,16.06 Lakh,11
Maruti SX4 ZDI,1112,Ahmedabad,0,2014,16,58000,1,Diesel,Manual,1,First,0,21.79,1248,88.73,5,,4.5
Mahindra XUV500 W8 2WD,924,Kochi,7,2014,16,49663,1,Diesel,Manual,1,First,0,15.1,2179,140,7,,8.42
Honda City i-VTEC CVT VX,456,Mumbai,9,2017,19,17000,4,Petrol,Automatic,0,First,0,18,1497,117.3,5,15.29 Lakh,11.6
Jaguar XF 2.2 Litre Luxury,779,Kochi,7,2016,18,13418,1,Diesel,Automatic,0,First,0,16.36,2179,187.7,5,,33.63
Ford Fiesta 1.4 SXi TDCi ABS,285,Pune,10,2008,10,117080,1,Diesel,Manual,1,Third,3,17.8,1399,68,5,,2.25
BMW 5 Series 523i Sedan,112,Mumbai,9,2010,12,74000,4,Petrol,Automatic,0,First,0,10.8,2497,150,5,,12.95
Maruti Swift VDI BSIV W ABS,1161,Hyderabad,5,2010,12,86514,1,Diesel,Manual,1,First,0,17.8,1248,null ,5,,4.25
Audi A6 2011-2015 2.0 TDI Premium Plus,28,Coimbatore,3,2014,16,66882,1,Diesel,Automatic,0,First,0,17.68,1968,174.33,5,,25.02
Honda Brio 1.2 VX MT,388,Kochi,7,2014,16,41460,4,Petrol,Manual,1,First,0,18.5,1198,86.8,5,6.63 Lakh,3.95
Honda City 1.5 V AT,420,Mumbai,9,2011,13,57000,4,Petrol,Automatic,0,First,0,16.8,1497,118,5,,4.4
Volkswagen Polo Petrol Comfortline 1.2L,1831,Bangalore,1,2015,17,34010,4,Petrol,Manual,1,Third,3,16.47,1198,73.9,5,,4.95
Mahindra Scorpio SLE BSIII,886,Pune,10,2010,12,96813,1,Diesel,Manual,1,Second,2,12.05,2179,120,8,,5.5
Honda City V MT,428,Mumbai,9,2011,13,84000,4,Petrol,Manual,1,First,0,16.8,1497,116.3,5,,3.25
Skoda Rapid 1.6 MPI Elegance,1531,Kochi,7,2013,15,50004,4,Petrol,Manual,1,First,0,15,1598,103.5,5,,4.02
Mahindra XUV500 W6 2WD,921,Coimbatore,3,2016,18,67995,1,Diesel,Manual,1,First,0,16,2179,140,7,,11.73
